title,url,datePosted,hood,description,address,compensation
Software Engineer in Test,https://sfbay.craigslist.org/pen/sof/d/redwood-city-software-engineer-in-test/6924322633.html,2019-07-01 08:13, (redwood city),"
        
Software Engineer in Test for software company in Redwood City, CA.  Must have  MSc in CS, CE, or EE & relevant experience.  Send CV & references to Personal Capital Corporation, 2 Lagoon Drive, #200, Redwood City, CA 94065 or email to job744@personalcapital.com. Or apply online with this link: https://20151013215858_cuwz8v89lgkfjuw9.applytojob.com/apply/lYVStMipGu/Software-Engineer-In-Test?source=CRAG    ",,"excellent salary, full benefits, stock options"
Hiring full time - Deployment Position for Small Tech Company,https://sfbay.craigslist.org/sby/sof/d/saratoga-hiring-full-time-deployment/6924081473.html,2019-06-30 19:12, (cupertino),"
        
We are a small RFID company which have contracts with some of the largest organizations in biotech, tech, and Defense/Military. We are hiring a small team of forward deployment specialists to help work with senior members at our customer sites. 

You will implement our Asset Tracking System at customer premises. Our technology is deployed for accurate Asset tracking, reporting, controlling, and safeguarding of critical assets. Job will require a high level of discretion and quick on the ground learning. The company is profitable and due to its small size, we are able to move with agility in various spaces. 

Preferred skills:
Excellent verbal and written communication skills
Experience in working directly with customers
Proficiency in working on Excel Spreadsheet
Basic networking knowledge on a Windows platform
Familiarity in using smart phones (Android, iOS, Windows)
Passionate self-starter who can learn quickly.


Minimum qualifications: 
High School plus two years of schooling
Must be US Citizen or Green Card holder
    ",19900 Saraglen Ct. near rainbow st,4500/month
🎓 Full-Stack Web Developer (Entry-level),https://sfbay.craigslist.org/eby/sof/d/full-stack-web-developer-entry-level/6922591076.html,2019-06-28 13:33, (walnut creek),"
        
Want to use your web development expertise to help people around the world further their education?

As a web developer, your work will be the front and center to millions of our student users and you will have an opportunity to shape and scale our website.

Our ideal candidate is eager to learn. We are looking for someone who is open and positive about taking on new challenges and learning as they go.

We are a strong believer that cultural fit is a strong contributor to long term employee contentment. Help us determine if this role is a good fit for you by completing our mandatory hiring questionnaire (this takes less than five minutes to complete):https://www.surveymonkey.com/r/33CSHZY

Responsibilities• Work closely with design/account management teams to produce first class web experiences that push the boundaries• Website, display advertising and standalone application development managing the interchange of data between the application and the browser• Focuses on the server-side of programming for the web, yet also understands the programming languages which control the display of content in the browser.
Requirement• Computer Science, Information Technology degree, or equivalent experience• Strong capability of troubleshooting.• Strong understanding of HTML, CSS, JavaScript, and nodejs• Understanding of MVC frameworks• Knowledge of working with GitHub.• Experience with data structures, algorithms, and big data• Experience with XML, JSON, Restful services, and SOAP• API Creation, and maintenance• At least a year experience with PHP 5 and up (Java, C++ is acceptable), MYSQL Client, and server    ",,Salary
Embedded Software Engineer,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-embedded-software-engineer/6922426812.html,2019-06-28 10:33, (San Francisco Bay Area),"
        
We’re looking for a midlevel embedded software engineer to join our team.  We code most often in C but will use whatever it takes to get the job done. Our midlevel engineers can plan out their work and drive it to completion. They’ve also seen a good swath of the product development lifecycle, including prototyping, working on production code, and some exposure to mass production.  

Why should you join us?

My name is Mike, and I’ve been on our team for over 10 years. As a product development consultancy, we get to peek inside a lot of exciting companies. That’s how I know there’s nowhere else I’d rather be.  

Nobody sees the kind of variety that we do. Working here is being immersed in a constant stream of projects across different industries using different technologies. You will learn. A lot. About everything. Our engineers are not just versatile within their own field’s firmware engineers work with everything from 8bit micros to embedded Linux to smartphones we also have EEs driving SolidWorks, MEs developing iOS apps, and FW engineers laying out PCBs. You’ll iterate through many careers worth of projects and solutions faster than you thought possible. And you’ll get better at it each time.  

Everyone here loves hardware, so much that we’ve been known to spend leisure time on projects that aren’t so different from what we do at work. Or perhaps it’s the other way around. We may code in bits and bytes, but we work in the real world. Our desks are cluttered with dev boards and prototypes. We work shoulder-to-shoulder with teammates, discuss our work throughout each day, and build amazing things together. Were constantly in front of clients to extract feedback, plot course corrections, and lead the way.  

Day-to-day, we work in close knit teams of typically 2 to 6 engineers. Here are the types of things our firmware team get excited about.  

•	Programming on 3 different microcontrollers and getting them all to talk together. Wirelessly.  
•	Figuring out the magic in it sequence to harness an OLED display that you harvested from a smartphone.  
•	Convincing embedded Linux to boot on a board that a coworker designed from scratch.  
•	Getting an LED to blink juuuust right.  
•	Sleeping soundly because you’re just as proud of your test suite as you are of the code its bulletproofing.  

We still operate like a small company within Accenture. As a result, your contributions will have immediate, visible impacts not just on projects, but also on the success of the organization. Although we all swab the decks, everyone also gets to help steer.  
We are located in the heart of downtown San Francisco, convenient to public transit and at an epicenter of a flourishing technology industry. Our team enjoys working together, and we greatly value maintaining an awesome company environment. We look for people who are bright, enthusiastic, and fun We regularly spend time together outside the office, whether that’s doing happy hour at a local watering hole or enjoying the rocking chairs at the Exploratorium. If this is resonating, we’d love to get to know you.

WHERE will you live:  San Francisco, CA

APPLY:  www.accenture.com/careers      Embedded Software Engineer 00643552

 
BASIC QUALIFICATIONS
•	At least 2 years of experience working with code for embedded systems including coding in C
•	Bachelor’s Degree 

PREFERRED QUALIFICATIONS
•	You’re interested in working with EEs and MEs and maybe know a bit about their disciplines 
•	You’ve had exposure to different microcontrollers
•	You’ve had exposure and experience with baremetal systems, RTOS, or maybe some embedded linux
•	Bachelor’s degree in Computer Science, Engineering, Technical Science

Mindtribe, Part of Accenture Industry X.0 
For over 20 years, Mindtribe has been developing groundbreaking connected hardware products for clients. This includes work on the first Tesla Roadster, the Square credit card Reader and Stand, and the Sonos Play:5 speaker. Our clients span a range of industries from consumer electronics to medical devices, automotive, and robotics. Mindtribe recently joined Accenture to lead connected hardware development as part of a new group called Industry X.0. The mission of Industry X.0 is to revolutionize clients’ businesses and products by providing world-class hardware engineering, software engineering, artificial intelligence, design, and strategy services all under one roof.  Now part of a larger team, Mindtribe still operates like a small company with a strong entrepreneurial spirit.

Applicants for employment in the US must have work authorization that does not now or in the future require sponsorship of a visa for employment authorization in the United States and with Accenture. 
Candidates who are currently employed by a client of Accenture or an affiliated Accenture business may not be eligible for consideration.
Accenture is an EEO and Affirmative Action Employer of Females/Minorities/Veterans/Individuals with Disabilities.
Equal Employment Opportunity: All employment decisions shall be made without regard to age, race, creed, color, religion, sex, national origin, ancestry, disability status, veteran status, sexual orientation, gender identity or expression, genetic information, marital status, citizenship status or any other basis as protected by federal, state, or local law.
Job candidates will not be obligated to disclose sealed or expunged records of conviction or arrest as part of the hiring process.
Accenture is committed to providing veteran employment opportunities to our service men and women. 
 

    ",,Salary plus Benefits
Senior Software Engineer -python,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-senior-software-engineer/6922398920.html,2019-06-28 10:04,,"
        
Playing a major role in architecting frontend / backend frameworks
Developing major application features for the platform
Helping to keep the codebase maintainable, extensible and well tested
Implementing standards and practices to improve and maintain code quality
Working with designers and other team members to understand our users and help guide product decisions
Taking ownership of a major part of the codebase and shipping code constantly!
What we're looking for from you:
A smart and driven developer that is motivated to build a great codebase
Great communication skills and a desire to collaborate with the team
Deep experience with building web applications
Experience and understanding of some part of the tech stack 
Attention to detail and a good general sense of design
Understanding of software design patterns and practices
At least 3 years of relevant work experience
Bonus points if you:
Have experience with enterprise software, marketing and advertising tech, e-commerce products, or photo and video content creation
Have previous experience working at an early-stage startup
Can contribute towards UI/UX and product design    ",,DOE
Senior iOS Engineer,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-senior-ios-engineer/6922393411.html,2019-06-28 09:59,,"
        
5+ years experience working full time as an iOS Engineer
2+ years of deep experience developing in Swift
Prior experience in a team environment, leading projects end to end
Shipped one or more products to the App Store (include links for review)
Able to evaluate technical approaches to problems and provide viable alternative solutions
Empathetic to the end user experience and thoughtful about what we can do to make it better
A professional, positive attitude and entrepreneurial drive
The ability to clearly communicate verbally and in writing    ",,DOE
Senior Android Engineer,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-senior-android-engineer/6922385018.html,2019-06-28 09:50,,"
        
Bachelor’s degree in computer science, Computer Engineering, or Software Engineering with 7+ years’ experience with Android/Java (at least 3 years of Android development on multiple target devices)
Self-starter, strong sense of ownership, gets things done.
Fun, positive attitude. Great communication skills and a healthy desire for collaboration.
A knack for creating compelling UIs.

    ",,DOE
Senior Machine Learning Engineer,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-senior-machine-learning/6922384477.html,2019-06-28 09:50,,"
        
Over 5 years of solid work experience in natural language processing, classification, search, and/or recommender systems
Expert coding abilities in multiple programming languages (e.g. Java, C++, Python, Scala)
MS or BS in computer science, mathematics, physics or other quantitative fields
Experience with distributed analytic processing technologies (e.g. Hadoop, Hive, MapReduce, Spark, Solr/Elasticsearch)
Experience with cloud based architecture (e.g. Amazon Web Services)
A Strong Plus: Experience with distributed analytic processing technologies (e.g. Hadoop, Hive, MapReduce, Apache Spark, Solr/Elasticsearch)
    ",,DOE
Machine Learning Engineer,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-machine-learning-engineer/6922374201.html,2019-06-28 09:39,,"
        
- Experience with deep learning frameworks like TensorFlow or PyTorch 
- Industry or academic experience working on a range of ML problems, particularly NLP 
- Expert software development skills with a focus for building sound and scalable ML. 
- Excitement about taking cutting-edge technologies and techniques to one of the most important and most archaic industries. 
- A passion for finding, analyzing, and incorporating the latest research directly into the production environment. 
- Good intuition for understanding what good research looks like, and where we should focus effort to maximize outcomes 
- Developing and improving core NLP components--not just grabbing things off the shelf 
- Managing large-scale crowd-sourcing data labelling and acquisition (Amazon Turk, Crowdflower, etc.)    ",,DOE
Lead Backend Engineer,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-lead-backend-engineer/6922373836.html,2019-06-28 09:39,,"
        

Required qualifications:
Successful track record as architect/key technical lead for at least 1 serious product with significant production customers. Significant experience at startups as well as successful/more established companies. 
Strong grasp of system architecture/design principles/object design, CS fundamentals and programming fundamentals. Expertise in Java/C#/C++, web technologies and distributed systems.
Strong analytical and problem solving skills. Ability to hit the ground running and learn/adapt quickly.
Strong leadership and ability to work with/influence cross-functional teams. Excellent written and verbal communication skills.

Desired qualifications:
Experience in top-notch software engineering organization. Experience in building large-scale SaaS product/cloud service.
Expertise in Hadoop, NoSQL, data mining/machine learning, web scraping, text mining, search technology, and ad network, etc.
Experience in short release cycles, Agile/Scrum and TDD.    ",,DOE
Senior Robotics Software Engineer,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-senior-robotics-software/6922370809.html,2019-06-28 09:36,,"
        
Required Experience

BS, MS or equivalent in CS, AI or other engineering discipline
Extremely strong Python w/ C++ experience, OpenCV
3+ years ROS on real robots
Worked at 1+ Robotics product/consulting/design company in the past
Significant Linux experience (Bash scripting, kernel/apt/devices, daemons, systemd, etc...)
JIRA/Trello/..., Git, CircleCI/Jenkins/...    ",,DOE
Senior Frontend Engineer,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-senior-frontend-engineer/6922370693.html,2019-06-28 09:35,,"
        
What you bring:
You should have 5+ years of frontend/full-stack development experience
At least 1-2 years working with Angular, React, Vue, or similar framework. We use Angular 6 for our frontend with a node.js and MongoDB backend
Significant experience designing, implementing, and working with REST apis in node.js
Strong HTML/CSS skills

What we offer:
The chance to work on challenging engineering problems that have a big impact on people’s lives
Great colleagues -- work alongside world-class engineers, designers, PMs, attorneys, and data scientists
Excellent benefits and competitive compensation    ",,DOE
Mobile Engineer - React Native,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-mobile-engineer-react/6922367601.html,2019-06-28 09:32,,"
        
You're good at: 

* Prototyping, building, and testing mobile products 
* Working efficiently with back-end engineers 
* Building fast and stable apps that people love to use
Extra Credit: 

* You have built products used by thousands of customers 
* You have a passion for something outside the office 
* You have contributed to open source projects
Our Stack: 

* React / Redux / CSS-in-JS 
* React Native 
* Swift 
* Java/Kotlin 
* GraphQL 
* Fastlane    ",,DOE
Pre-Sales/UI Engineer,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-pre-sales-ui-engineer/6922365884.html,2019-06-28 09:31,,"
        
BS in CS / closely related field, or professional industry experience in a related role (2+ years preferred)
A deep curiosity and drive to deliver great user experiences
Ability to communicate effectively with people of varying technical levels
Experience developing using front-end technologies (JavaScript, HTML, CSS, jQuery)
Act as the technical lead for prospective clientsRespond to RFIs & RFPs
Manage end-to-end PoC process
Communicate the value of the solution to non-technical and technical clients
Technical point of contact Ability to communicate with C-level executives, business users, marketing users, and technical teams
Ability to create and perform custom demonstrations of Ascend, when necessary
Statistics or UX backgrounds are a plus
Familiarity with Web Analytics solutions    ",,DOE
Frontend Engineer,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-frontend-engineer/6922365129.html,2019-06-28 09:30,,"
        
-Three or more years experience as a senior front-end engineer

- At least 2 years of experience working with React.js

-Proficient understanding of web markup, including HTML5, CSS3
‍
-Solid understanding of the DOM and its underlying APIs

-Good understanding of advanced JavaScript libraries and frameworks, such as Angular and Vue

-Familiarity with progressive web application principles

-Familiarity with progressive enhancement principles

-Proficient understanding of cross-browser compatibility issues and ways to work around them

-Proficient understanding of code versioning tools, such as Git

-Strong understanding of SEO principles and ensuring that application will adhere to them

-Basic knowledge of image authoring tools, to be able to prepare assets for web use.

-Familiarity with tools such as Sketch, Gimp, or Photoshop is a plus.

-Experience working with video on the web is a big plus.
    ",,DOE
Senior Data Scientist,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-senior-data-scientist/6922364971.html,2019-06-28 09:30,,"
        
REQUIREMENTS
Passionate about working in developing countries and about social impact.
Advanced degree in a relevant field required (Ph.D. preferred).
Three (3) years of work experience building and deploying production machine learned models.
Experience with modern frameworks like PyTorch or Tensorflow.
Demonstrable history of building production-quality software infrastructure.
Fluency in 2 or more programming languages (Scala or Java preferred).
Ability to own and deliver on large, multi-faceted projects with little guidance.
Open to traveling to our international markets.    ",,DOE
Senior Ruby on Rails Engineer,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-senior-ruby-on-rails/6922364220.html,2019-06-28 09:29,,"
        
Love for designing and programming web applications using Ruby on Rails
Experience working with a wide variety of systems and integrating APIs from third-parties
Experience working collaboratively with a distributed team
Experience with agile methodologies
Someone who keeps up with new trends and developments in the programming community and is eager to find ways to incorporate these new ideas into our codebase
MySQL and general database knowledge, including performance and optimization
Solid knowledge of test-driven development and CI
Experience with agile methodologies    ",,DOE
Fullstack Engineer,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-fullstack-engineer/6922362110.html,2019-06-28 09:27,,"
        
We’re looking for teammates who bring: 
- Minimum two years of industry experience 
- A passion for building exceptional experiences with a maniacal focus on performance and metrics 
- Excitement about taking cutting-edge technologies and techniques to one of the most important and most archaic industries 
- Expert knowledge of JavaScript as well as modern libraries and tooling (React.js/Redux experience preferred) 
- Familiarity with API programming, such as Flask 
- Demonstrated design and UX sensibility 
- Experience building out APIs and web services

Bonus points if you have: 
- Experience providing mentorship to less experienced team members 
- Architected a scaled front-end web application with React.js 
- A strong grasp of computer science fundamentals    ",,DOE
Senior Fullstack Engineer,https://sfbay.craigslist.org/sfc/sof/d/daly-city-senior-fullstack-engineer/6922361770.html,2019-06-28 09:26,,"
        
Required Skill Set
Java, Javascript 
ReactJS, or other JavaScript Framework 
MySQL, Postgres, or other RDBMS 
Functional and OO paradigms 
Distributed systems architecture 
JEST, TestNG, or other Unit testing framework 
Web Service/API implementation 
Migrating legacy systems, e.g. monoliths to microservices

You should be conversant with:
Serverless programming with Amazon Lambda 
Docker and Kubernetes 
Spring Framework 
Continuous Integration/Continuous Deployment 
AWS services such as S3 and EC2 
Authorization and authentication    ",,DOE
Senior Software Engineer - Reinventing VC,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-senior-software-engineer/6921962434.html,2019-06-27 16:23, (financial district),"
        
This role is designed for you if you're a top software engineer that's interested in learning how network effects work, & getting a front row seat to how high-caliber investors make decisions. You will build things from day one that make a difference in how all Founders are funded and supported. We're looking for a technical thought leader. 

In this role, on any given day you will: 

1. Build. You will own product development from idea to ship. You will work across our technologies, whether it be scaling how we handle exponentially growing data sets of the Signal founder-VC network, researching and implementing latest ML/AI technologies into our VC AI, or developing a MVP of a new product to test. 

2. Learn. You will be a student of network effects (nfx). Very few understand how they actually work, and in this role, you  you’ll have a front row seat into nfx, and will also gain a deep understanding of the relationship dynamics; nuances of the founder/VC ecosystem. You will work alongside founders and VCs, attend pitch and partner meetings, and collaborate with our team of entrepreneurs and operators. 

3. Impact. You will be transforming a largely analog industry into one that is more efficient and effective, powered by software you create. 

Who you are:  

An engineer who has been coding professionally for 4+ years, prefers full-stack development and takes the pragmatic approach to software engineering. This is not a role for engineers who prefer just backend, frontend, or are dogmatic about using specific language, frameworks, and tools. Our stack is GraphQL/Apollo, React, Ruby/Rails, Redux.

You want to be 100% immersed in tackling these challenging human problems with code, and you want to play an active role in determining product direction.This is not a role for engineers who want to code to spec.

You’re looking for a full-time job in San Francisco with competitive comp, full benefits, and a small close-knit team of passionate colleagues changing how founders are funded and supported. This is not a side hustle.

To introduce yourself, click here: https://hire.withgoogle.com/public/jobs/nfxcom/view/P_AAAAAAHAAAyN7n_ebnbH_9?trackingTag=craigslist

We are NFX, a venture fund based in San Francisco’s SOMA/Financial District (close to Montgomery BART).  We’re founded by four entrepreneurs who’ve started 10 technology companies that exited for over $10 billion. Now we’re building the venture firm we wish existed when we were running startups. A firm that runs like a software  company. 

We’ve invested in 230+ companies with network effects built into their DNA including Lyft, TRLA, Houzz, Poshmark, and Coinbase.

We did this in part by becoming students of, and mastering network effects, which account for 70% of the value of creation in tech, and we’ve been engineering them into software from day one. Now we’re using this playbook again. Today as investors, we believe software will transform the venture capital industry and create a network effect VC model.

Venture capital is a “people business”, but we’re certain that software will radically change how innovation is funded and supported in the next 10 years. There is a huge opportunity for you to build software to help founders   gain their competitive edge with fundraising, hiring, and knowledge transfer, and by opening many of our tools to the entire tech community, we’re  making an impact that is global.

To introduce yourself, click here: https://hire.withgoogle.com/public/jobs/nfxcom/view/P_AAAAAAHAAAyN7n_ebnbH_9?trackingTag=craigslist
    ",140 2nd Street near Mission street,"Competitive Salary, Full Health Benefits, 401K Match, Flex time off"
Product Management Fellowship,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-product-management/6921812523.html,2019-06-27 13:04,,"
        
What is Pathrise

Pathrise (YC W18) invests in undervalued university students or tech professionals by coaching them to get a competitive job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 130 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship

The Pathrise Fellowship is a program for students and new professionals that helps you land the best job possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission

We seek to uplift and provide guidance for undervalued students and tech professionals in their early career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications

You are either in university or within 5 years of graduation, and interested in getting the best possible job.
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.
You are eager to start your career with a job at a top tech company or a rapidly growing startup.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=CLSFProduct&utm_campaign=CLSFProduct&utm_medium=web
    ",,"80,000-160,000"
Software Engineering Fellowship,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-software-engineering/6921803383.html,2019-06-27 12:54,,"
        
What is Pathrise
Pathrise (YC W18) invests in undervalued university students or tech professionals by coaching them to get a competitive job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 130 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship
The Pathrise Fellowship is a program for students and new professionals that helps you land the best job possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission
We seek to uplift and provide guidance for undervalued students and tech professionals in their early career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications
You are either in university or within 5 years of graduation, and interested in getting the best possible job.
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.
You are eager to start your career with a job at a top tech company or a rapidly growing startup.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=CLSFSWE&utm_campaign=CLSFSWE&utm_medium=web
    ",,"80,000-160,000"
Software Engineer,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-software-engineer/6921752482.html,2019-06-27 11:57,,"
        
Figma, Inc in San Francisco, California seeks Software Engineer.

Responsibilities: Responsible for building browser-based design tools with the capabilities and performance of a native application. Support web-specific features, such as real-time collaboration and shared version history. Develop scalable software platforms on an n-tier web architecture. Build features to allow admins to manage their organizations, such as SSO management. Collaborate with designers, product managers, and other engineers to design features and break down high level goals into tasks and timelines. Build, document and maintain tests, features, and infrastructure. Communicate and document architectural designs and requirements. Other duties as assigned.

Education: Bachelor’s degree (or foreign equivalent) in computer science, software engineering, or a related field.

Requirements: Two years of experience in the job offered or related position. Other Special Requirements: Two years’ experience with general purpose programming languages, including but not limited to: C, C++, Objective C, JavaScript, Java, Python, or Ruby; two years’ experience in Web application development; and at least one of the following: two years’ experience in Large software systems development or two years’ experience building professional design tools.

Please mail resumes to 116 New Montgomery Street, Suite 400, San Francisco, CA 94105 quoting job number FG003.    ",,n/s
Fast growing startup opportunity,https://sfbay.craigslist.org/pen/sof/d/san-bruno-fast-growing-startup/6921028315.html,2019-06-26 12:24, (San Bruno),"
        
We are a mobile-first company communications platform, trusted by world-class enterprise organisations to increase productivity and empower advocacy. 

We are planning to hire great C# developers to join our amazing data integrations team.

Summary: You will be developing and integrating enterprise-grade software deployed within the context of larger technical solutions. 

Qualifications:

•	Bachelor’s degree or equivalent in Information Technology, Engineering, or equivalent. 
•	Development experience with at least one programming language such as C#, Python or JAVA.
•	1 to 3 years of progressive experience in a technical role involving complex solution design, and delivery. 

Note: Fresh graduates will also be considered for this role assuming they have relevant technical and coding experience. OPT requirements are also considered. 

Benefits: 

•	Catered lunches 4 days a week (the 5th day is reserved for team fun)
•	Unlimited drinks and snacks
•	Competitive Medical, Dental & Vision coverage
•	Unlimited vacation time
•	Fun team events every week, month, quarter and pool, ping pong, life-size Jenga every day
•	Startup experience in a fast-growing company and the chance to grow into your dream role
•	A thoughtful leadership team that has done this before with great success
•	A new Mac-book Pro when you start

Note: This is a full time, on-site opportunity. We are not looking for recruiters, remote, contractors etc.    ",,Market Rate
Map Annotator | $30 - $36 per hour,https://sfbay.craigslist.org/pen/sof/d/los-altos-map-annotator-per-hour/6920913416.html,2019-06-26 10:22, (los altos),"
        

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/a54b4201/apply


HireArt is looking to hire a Map Annotator to work on-site at Toyota Research Institute’s (TRI) Los Altos location on a contract basis. In this role, you'll work with Autonomous Driving Localization and Mapping teams to develop accurate, scalable, and semantic maps of the world. We are looking for motivated individuals with a passion for autonomous vehicle technology to join the Mapping Annotation Operations Team. As Map Annotator, you'll be responsible for creating and maintaining a high definition map for autonomous vehicles. You'll also work collaboratively with teams to improve internal tools and processes. Responsibilities: 
Use in-house tools for annotating and labeling maps, images, and other assets.

Use internal tools for managing the progress of labeling for various assets.
Report and document issues with tools and labeled assets to the mapping team lead.
Provide feedback for improvements to existing tooling that can increase annotation throughput and quality.
Build high definition maps with proprietary software. 
Develop and improve operational pipeline.
Collaborate with different teams and develop and train operators on new tools and workflows. 


If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/a54b4201/apply


Requirements

Bachelor’s degree or equivalent experience

Demonstrated communication, analytic, mathematical, and reasoning skills
Ability to learn quickly and implement new concepts
Proficient computer skills, including basic troubleshooting with the ability to utilize proprietary tools
The ability to travel occasionally as needed
Previous autonomous testing experience is a plus
Commitment: This is a full-time (40 hours per week), 12-month contract position through HireArt and based in Los Altos, CA. Domestic and international travel may be required. HireArt provides Equal Employment Opportunity without regard to the applicant's race, color, creed, gender, gender identity or expression, sexual orientation, national origin, age, physical or mental disability, medical condition, religion, marital status, genetic information, veteran status, or any other status protected under federal, state or local laws.

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/a54b4201/apply


About Toyota
At Toyota Research Institute (TRI), we’re working to build a future where everyone has the freedom to move, engage, and explore with a focus on reducing vehicle collisions, injuries, and fatalities. Join us in our mission to improve the quality of human life through advances in artificial intelligence, automated driving, robotics and materials science. We’re dedicated to building a world of “mobility for all” where everyone, regardless of age or ability, can live in harmony with technology to enjoy a better life. Through innovations in AI, we’ll... Develop vehicles incapable of causing a crash, regardless of the actions of the driver.Develop technology for vehicles and robots to help people enjoy new levels of independence, access, and mobility.Bring advanced mobility technology to market faster.Discover new materials that will make drive batteries and hydrogen fuel cells smaller, lighter, less expensive and more powerful.Our work is guided by a dedication to safety – in how we research, develop, and validate the performance of vehicle technology to benefit society. As a subsidiary of Toyota, TRI is fueled by a diverse and inclusive community of people who carry invaluable leadership, experience, and ideas from industry-leading companies. Over half of our technical team carries PhD degrees. We’re continually searching for the world’s best talent ‒ people who are ready to define the new world of mobility with us!We strive to build a company that helps our people thrive, achieve work life balance, and bring their best selves to work. At TRI, you will have the opportunity to enjoy the best of both worlds ‒ a fun start up environment with brilliant people who enjoy solving tough problems and the financial backing to successfully achieve our goals. If you’re passionate about working with smart people to make cars safer, enable the elderly to age in place, or design alternative fuel sources, TRI is the place for you. ‒ Start your impossible with us.

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/a54b4201/apply

    ",,$30 - $36 per hour
